R1,R2,C1,High,Low,Relative Closeness (High),Relative Closeness (Low)
22,330000,2.0µF,0.45741049199999995,0.4573799999999999,0.08517901600000011,0.0852400000000002
10,220000,3.0µF,0.45740079,0.45738,0.08519842,0.08523999999999998
15,330000,2.0µF,0.45740078999999995,0.4573799999999999,0.08519842000000011,0.0852400000000002
10,330000,2.0µF,0.45739386,0.4573799999999999,0.08521228000000003,0.0852400000000002
3300,150000,4.3µF,0.4568186699999999,0.4469849999999999,0.08636266000000015,0.10603000000000018
33000,680000,1.1µF,0.5435199,0.5183639999999999,0.08703979999999989,0.03672799999999987
4700,100000,7.5µF,0.5441782499999999,0.5197499999999999,0.08835649999999973,0.03949999999999987
33000,150000,4.3µF,0.5453216999999999,0.4469849999999999,0.09064339999999982,0.10603000000000018
22000,470000,1.6µF,0.5455296,0.5211359999999999,0.0910591999999999,0.042271999999999865
2200,150000,4.3µF,0.4535407799999999,0.4469849999999999,0.09291844000000016,0.10603000000000018
4700,150000,5.1µF,0.5467562099999999,0.5301449999999999,0.09351241999999971,0.06028999999999973
33000,470000,1.3µF,0.4531527,0.423423,0.09369459999999996,0.153154
22000,220000,2.7µF,0.4528062,0.411642,0.09438760000000002,0.17671599999999998
33000,330000,1.8µF,0.45280619999999994,0.41164199999999995,0.09438760000000013,0.1767160000000001
1500,150000,4.3µF,0.4514548499999999,0.4469849999999999,0.09709030000000018,0.10603000000000018
10,330000,2.4µF,0.5488726319999999,0.5488559999999999,0.09774526399999983,0.0977119999999998
10,220000,3.6µF,0.548880948,0.548856,0.09776189599999996,0.09771200000000002
15,330000,2.4µF,0.548880948,0.5488559999999999,0.09776189599999996,0.0977119999999998
22,330000,2.4µF,0.5488925903999999,0.5488559999999999,0.09778518079999987,0.0977119999999998
15,220000,3.6µF,0.5488934219999999,0.548856,0.09778684399999982,0.09771200000000002
22,220000,3.6µF,0.5489108855999999,0.548856,0.0978217711999998,0.09771200000000002
33,330000,2.4µF,0.5489108855999999,0.5488559999999999,0.0978217711999998,0.0977119999999998
47,330000,2.4µF,0.5489341703999999,0.5488559999999999,0.09786834079999984,0.0977119999999998
33,220000,3.6µF,0.5489383283999999,0.548856,0.0978766567999998,0.09771200000000002
68,330000,2.4µF,0.5489690975999999,0.5488559999999999,0.0979381951999998,0.0977119999999998
47,220000,3.6µF,0.5489732556,0.548856,0.09794651119999997,0.09771200000000002
100,330000,2.4µF,0.54902232,0.5488559999999999,0.0980446399999999,0.0977119999999998
68,220000,3.6µF,0.5490256464,0.548856,0.09805129279999991,0.09771200000000002
100,220000,3.6µF,0.5491054799999999,0.548856,0.09821095999999985,0.09771200000000002
150,330000,2.4µF,0.5491054799999999,0.5488559999999999,0.09821095999999985,0.0977119999999998
220,330000,2.4µF,0.5492219039999999,0.5488559999999999,0.09844380799999985,0.0977119999999998
150,220000,3.6µF,0.5492302199999999,0.548856,0.09846043999999976,0.09771200000000002
330,330000,2.4µF,0.5494048559999999,0.5488559999999999,0.09880971199999977,0.0977119999999998
220,220000,3.6µF,0.549404856,0.548856,0.098809712,0.09771200000000002
470,330000,2.4µF,0.549637704,0.5488559999999999,0.09927540800000001,0.0977119999999998
330,220000,3.6µF,0.549679284,0.548856,0.09935856799999998,0.09771200000000002
680,330000,2.4µF,0.5499869759999999,0.5488559999999999,0.09997395199999981,0.0977119999999998
470,220000,3.6µF,0.5500285559999999,0.548856,0.10005711199999978,0.09771200000000002
1000,330000,2.4µF,0.5505191999999999,0.5488559999999999,0.10103839999999975,0.0977119999999998
